NombreEquipo,NombreJugador,PrecioJugador,FechaNacimiento,Edad,Nacionalidad,Altura,Posicion,PartidosJugados,ValoracionPromedio,TotalGoles,TotalPasesGol,TotalGolesRecibidos,PorteriaImbatida,MinutosJugados
Manchester United,Fred,"22,00 mill. €",05/03/1993,28,Brasil,"1,69 m",Mediocentro,298,"2,01",25,28,,0,22.324'
Manchester United,Ethan Galbraith,900 mil €,11/05/2001,19,Irlanda del Norte,"1,75 m",Mediocentro,71,"1,89",9,8,,0,5.502'
Manchester United,Hannibal Mejbri,0,21/01/2003,18,Francia,"1,82 m",Mediocentro,38,"1,61",5,13,,0,2.904'
Manchester United,Bruno Fernandes,"90,00 mill. €",08/09/1994,26,Portugal,"1,79 m",Mediocentro ofensivo,368,"1,73",123,91,,0,27.244'
Manchester United,Juan Mata,"6,00 mill. €",28/04/1988,32,España,"1,70 m",Mediocentro ofensivo,614,"1,82",137,157,,0,42.985'
Manchester United,Marcus Rashford,"85,00 mill. €",31/10/1997,23,Inglaterra,"1,85 m",Extremo izquierdo,273,"1,92",90,52,,0,18.023'
Manchester United,Daniel James,"18,00 mill. €",10/11/1997,23,Gales,"1,70 m",Extremo izquierdo,156,"1,83",23,30,,0,11.028'
Manchester United,Mason Greenwood,"50,00 mill. €",01/10/2001,19,Inglaterra,"1,81 m",Extremo derecho,139,"1,90",66,21,,0,8.685'
Manchester United,Amad Diallo,"15,00 mill. €",11/07/2002,18,Costa de Marfil,"1,73 m",Extremo derecho,104,"2,19",42,27,,0,6.851'
Manchester United,Anthony Martial,"50,00 mill. €",05/12/1995,25,Francia,"1,81 m",Delantero centro,332,"1,86",93,57,,0,21.155'
Manchester United,Edinson Cavani,"7,00 mill. €",14/02/1987,34,Uruguay,"1,84 m",Delantero centro,582,"2,00",348,67,,0,44.275'
Tottenham Hotspur,Hugo Lloris,"9,00 mill. €",26/12/1986,34,Francia,"1,88 m",Portero,643,"1,76",0,0,687,220,57.854'
Tottenham Hotspur,Joe Hart,"2,00 mill. €",19/04/1987,33,Inglaterra,"1,96 m",Portero,548,"1,67",0,0,633,187,49.282'
Tottenham Hotspur,Alfie Whiteman,800 mil €,02/10/1998,22,Inglaterra,"1,88 m",Portero,45,"1,18",0,0,89,6,3.889'
Tottenham Hotspur,Davinson Sánchez,"35,00 mill. €",12/06/1996,24,Colombia,"1,87 m",Defensa central,228,"1,94",11,3,,0,19.202'
Tottenham Hotspur,Eric Dier,"25,00 mill. €",15/01/1994,27,Inglaterra,"1,88 m",Defensa central,333,"1,87",14,16,,0,26.891'
Tottenham Hotspur,Toby Alderweireld,"15,00 mill. €",02/03/1989,32,Bélgica,"1,87 m",Defensa central,464,"1,95",27,17,,0,40.114'
Tottenham Hotspur,Joe Rodon,"10,00 mill. €",22/10/1997,23,Gales,"1,93 m",Defensa central,136,"1,71",0,1,,0,10.835'
Tottenham Hotspur,Japhet Tanganga,"8,00 mill. €",31/03/1999,22,Inglaterra,"1,84 m",Defensa central,99,"1,34",6,3,,0,8.108'
Tottenham Hotspur,Sergio Reguilón,"25,00 mill. €",16/12/1996,24,España,"1,78 m",Lateral izquierdo,181,"1,80",12,18,,0,13.805'
Tottenham Hotspur,Ben Davies,"16,00 mill. €",24/04/1993,27,Gales,"1,81 m",Lateral izquierdo,323,"1,71",8,24,,0,25.366'
Tottenham Hotspur,Danny Rose,"4,00 mill. €",02/07/1990,30,Inglaterra,"1,73 m",,291,"1,58",11,35,,0,21.922'
Tottenham Hotspur,Serge Aurier,"20,00 mill. €",24/12/1992,28,Costa de Marfil,"1,76 m",Lateral derecho,320,"1,73",21,43,,0,26.501'
Tottenham Hotspur,Matt Doherty,"18,00 mill. €",16/01/1992,29,Irlanda,"1,85 m",Lateral derecho,401,"1,56",37,52,,0,32.964'
Tottenham Hotspur,Harry Winks,"22,00 mill. €",02/02/1996,25,Inglaterra,"1,78 m",Pivote,199,"1,85",7,4,,0,12.926'
Tottenham Hotspur,Tanguy Ndombélé,"50,00 mill. €",28/12/1996,24,Francia,"1,81 m",Mediocentro,198,"1,74",14,30,,0,13.311'
Tottenham Hotspur,Pierre-Emile Höjbjerg,"35,00 mill. €",05/08/1995,25,Dinamarca,"1,85 m",Mediocentro,299,"1,63",20,18,,0,21.512'
Tottenham Hotspur,Giovani Lo Celso,"30,00 mill. €",09/04/1996,24,Argentina,"1,77 m",Mediocentro,202,"1,81",32,30,,0,11.926'
Tottenham Hotspur,Moussa Sissoko,"13,00 mill. €",16/08/1989,31,Francia,"1,87 m",Mediocentro,551,"1,53",41,50,,0,40.665'
Tottenham Hotspur,Dele Alli,"32,00 mill. €",11/04/1996,24,Inglaterra,"1,88 m",Mediocentro ofensivo,332,"1,83",89,74,,0,24.239'
Tottenham Hotspur,Heung-min Son,"85,00 mill. €",08/07/1992,28,Corea del Sur,"1,84 m",Extremo izquierdo,468,"1,74",168,77,,0,31.424'
Tottenham Hotspur,Steven Bergwijn,"25,00 mill. €",08/10/1997,23,Países Bajos,"1,78 m",Extremo izquierdo,242,"1,90",52,55,,0,15.788'
Tottenham Hotspur,Lucas Moura,"25,00 mill. €",13/08/1992,28,Brasil,"1,72 m",Extremo derecho,465,"2,02",100,85,,0,29.625'
Tottenham Hotspur,Gareth Bale,"20,00 mill. €",16/07/1989,31,Gales,"1,85 m",Extremo derecho,524,"1,88",176,141,,0,39.734'
Tottenham Hotspur,Erik Lamela,"16,00 mill. €",04/03/1992,29,Argentina,"1,84 m",Extremo derecho,355,"1,71",62,66,,0,21.467'
Tottenham Hotspur,Harry Kane,"120,00 mill. €",28/07/1993,27,Inglaterra,"1,88 m",Delantero centro,406,"1,81",242,62,,0,30.353'
Tottenham Hotspur,Carlos Vinícius,"20,00 mill. €",25/03/1995,26,Brasil,"1,90 m",Delantero centro,144,"1,55",70,25,,0,8.927'
Juventus de Turín,Wojciech Szczesny,"35,00 mill. €",18/04/1990,30,Polonia,"1,96 m",Portero,425,"1,99",0,0,439,160,37.985'
Juventus de Turín,Gianluigi Buffon,"1,00 mill. €",28/01/1978,43,Italia,"1,92 m",Portero,926,"2,02",0,0,770,416,82.922'
Juventus de Turín,Carlo Pinsoglio,400 mil €,16/03/1990,31,Italia,"1,94 m",Portero,281,"1,38",0,0,310,90,24.992'
Juventus de Turín,Matthijs de Ligt,"75,00 mill. €",12/08/1999,21,Países Bajos,"1,89 m",Defensa central,242,"2,17",25,9,,0,20.484'
Juventus de Turín,Merih Demiral,"30,00 mill. €",05/03/1998,23,Turquía,"1,90 m",Defensa central,96,"1,48",4,2,,0,7.942'
Juventus de Turín,Leonardo Bonucci,"10,00 mill. €",01/05/1987,33,Italia,"1,90 m",Defensa central,592,"1,96",38,12,,0,50.673'
Juventus de Turín,Radu Drăgușin,"3,00 mill. €",03/02/2002,19,Rumania,"1,91 m",Defensa central,56,"1,89",6,1,,0,4.714'
Juventus de Turín,Giorgio Chiellini,"2,00 mill. €",14/08/1984,36,Italia,"1,87 m",Defensa central,630,"2,03",43,25,,0,52.271'
Juventus de Turín,Alex Sandro,"28,00 mill. €",26/01/1991,30,Brasil,"1,81 m",Lateral izquierdo,416,"2,12",15,47,,0,32.208'
Juventus de Turín,Gianluca Frabotta,"2,50 mill. €",24/06/1999,21,Italia,"1,87 m",Lateral izquierdo,161,"1,50",5,5,,0,11.972'
Juventus de Turín,Danilo,"20,00 mill. €",15/07/1991,29,Brasil,"1,84 m",Lateral derecho,396,"2,15",32,35,,0,31.449'
Juventus de Turín,Juan Cuadrado,"18,00 mill. €",26/05/1988,32,Colombia,"1,76 m",Lateral derecho,390,"1,89",46,74,,0,27.305'
Juventus de Turín,Arthur,"50,00 mill. €",12/08/1996,24,Brasil,"1,72 m",Mediocentro,148,"2,18",7,9,,0,9.462'
Juventus de Turín,Rodrigo Bentancur,"40,00 mill. €",25/06/1997,23,Uruguay,"1,87 m",Mediocentro,201,"1,98",4,17,,0,12.668'
Juventus de Turín,Adrien Rabiot,"32,00 mill. €",03/04/1995,25,Francia,"1,88 m",Mediocentro,312,"2,36",29,20,,0,20.986'
Juventus de Turín,Weston McKennie,"25,00 mill. €",28/08/1998,22,Estados Unidos,"1,77 m",Mediocentro,147,"1,69",14,13,,0,9.676'
Juventus de Turín,Aaron Ramsey,"20,00 mill. €",26/12/1990,30,Gales,"1,82 m",Mediocentro,464,"2,01",73,74,,0,28.966'
Juventus de Turín,Nicolò Fagioli,"1,20 mill. €",12/02/2001,20,Italia,"1,78 m",Mediocentro ofensivo,115,"1,57",26,17,,0,8.046'
Juventus de Turín,Cristiano Ronaldo,"50,00 mill. €",05/02/1985,36,Portugal,"1,87 m",Extremo izquierdo,884,"2,21",668,227,,0,72.165'
Juventus de Turín,Federico Chiesa,"60,00 mill. €",25/10/1997,23,Italia,"1,80 m",Extremo derecho,227,"1,62",56,38,,0,16.850'
Juventus de Turín,Dejan Kulusevski,"45,00 mill. €",25/04/2000,20,Suecia,"1,86 m",Extremo derecho,159,"1,94",49,39,,0,11.804'
Juventus de Turín,Federico Bernardeschi,"20,00 mill. €",16/02/1994,27,Italia,"1,83 m",Extremo derecho,313,"1,97",68,37,,0,18.022'
Juventus de Turín,Paulo Dybala,"60,00 mill. €",15/11/1993,27,Argentina,"1,77 m",Mediapunta,352,"2,01",127,56,,0,24.009'
Juventus de Turín,Álvaro Morata,"50,00 mill. €",23/10/1992,28,España,"1,87 m",Delantero centro,438,"2,12",164,64,,0,25.121'
Inter de Milán,Ionut Radu,"7,00 mill. €",28/05/1997,23,Rumania,"1,88 m",Portero,135,"1,50",0,0,162,39,12.228'
Inter de Milán,Samir Handanovic,"2,50 mill. €",14/07/1984,36,Eslovenia,"1,93 m",Portero,643,"1,67",0,0,717,223,57.842'
Inter de Milán,Daniele Padelli,400 mil €,25/10/1985,35,Italia,"1,91 m",Portero,202,"1,36",0,0,253,53,17.899'
Inter de Milán,Filip Stankovic,400 mil €,25/02/2002,19,Serbia,"1,87 m",Portero,47,"2,04",0,0,48,18,4.185'
Inter de Milán,Stefan de Vrij,"55,00 mill. €",05/02/1992,29,Países Bajos,"1,89 m",Defensa central,391,"1,87",23,14,,0,32.849'
Inter de Milán,Milan Skriniar,"55,00 mill. €",11/02/1995,26,Eslovaquia,"1,88 m",Defensa central,298,"1,76",20,6,,0,25.314'
Inter de Milán,Alessandro Bastoni,"55,00 mill. €",13/04/1999,21,Italia,"1,90 m",Defensa central,154,"1,95",15,5,,0,12.271'
Inter de Milán,Andrea Ranocchia,"1,50 mill. €",16/02/1988,33,Italia,"1,95 m",Defensa central,354,"1,64",21,8,,0,28.361'
Inter de Milán,Aleksandar Kolarov,"2,50 mill. €",10/11/1985,35,Serbia,"1,87 m",Lateral izquierdo,504,"1,78",52,68,,0,38.811'
Inter de Milán,Danilo D'Ambrosio,"8,00 mill. €",09/09/1988,32,Italia,"1,80 m",Lateral derecho,396,"1,63",32,25,,0,29.664'
Inter de Milán,Matteo Darmian,"7,00 mill. €",02/12/1989,31,Italia,"1,83 m",Lateral derecho,391,"1,62",12,19,,0,29.965'
Inter de Milán,Marcelo Brozovic,"40,00 mill. €",16/11/1992,28,Croacia,"1,81 m",Pivote,384,"1,78",43,50,,0,29.872'
Inter de Milán,Nicolò Barella,"60,00 mill. €",07/02/1997,24,Italia,"1,72 m",Mediocentro,247,"1,43",18,25,,0,19.559'
Inter de Milán,Roberto Gagliardini,"15,00 mill. €",07/04/1994,26,Italia,"1,88 m",Mediocentro,236,"1,90",20,10,,0,15.251'
Inter de Milán,Stefano Sensi,"13,00 mill. €",05/08/1995,25,Italia,"1,68 m",Mediocentro,228,"1,37",29,16,,0,16.561'
Inter de Milán,Matías Vecino,"12,00 mill. €",24/08/1991,29,Uruguay,"1,87 m",Mediocentro,285,"1,65",29,22,,0,19.536'
Inter de Milán,Arturo Vidal,"6,00 mill. €",22/05/1987,33,Chile,"1,80 m",Mediocentro,576,"2,13",106,76,,0,41.114'
Inter de Milán,Achraf Hakimi,"50,00 mill. €",04/11/1998,22,Marruecos,"1,81 m",Interior derecho,168,"1,96",24,34,,0,13.337'
Inter de Milán,Ashley Young,"1,00 mill. €",09/07/1985,35,Inglaterra,"1,75 m",Interior izquierdo,613,"1,72",82,119,,0,45.958'
Inter de Milán,Christian Eriksen,"35,00 mill. €",14/02/1992,29,Dinamarca,"1,82 m",Mediocentro ofensivo,528,"1,92",111,157,,0,39.169'
Inter de Milán,Ivan Perisic,"10,00 mill. €",02/02/1989,32,Croacia,"1,87 m",Extremo izquierdo,494,"1,87",127,99,,0,33.597'
Inter de Milán,Romelu Lukaku,"90,00 mill. €",13/05/1993,27,Bélgica,"1,91 m",Delantero centro,509,"1,73",254,82,,0,38.315'
Inter de Milán,Lautaro Martínez,"70,00 mill. €",22/08/1997,23,Argentina,"1,74 m",Delantero centro,180,"1,92",73,24,,0,11.708'
Inter de Milán,Andrea Pinamonti,"12,00 mill. €",19/05/1999,21,Italia,"1,85 m",Delantero centro,147,"1,65",55,13,,0,9.642'
Inter de Milán,Alexis Sánchez,"10,00 mill. €",19/12/1988,32,Chile,"1,68 m",Delantero centro,566,"1,92",169,133,,0,37.686'
Borussia Dortmund,Roman Bürki,"4,00 mill. €",14/11/1990,30,Suiza,"1,87 m",Portero,454,"1,70",0,0,569,152,40.908'
Borussia Dortmund,Marwin Hitz,"1,70 mill. €",18/09/1987,33,Suiza,"1,94 m",Portero,313,"1,54",1,0,379,105,27.947'
Borussia Dortmund,Luca Unbehaun,350 mil €,27/02/2001,20,Alemania,"1,85 m",Portero,111,"1,94",0,0,130,31,9.653'
Borussia Dortmund,Manuel Akanji,"25,00 mill. €",19/07/1995,25,Suiza,"1,87 m",Defensa central,250,"1,79",11,7,,0,21.252'
Borussia Dortmund,Dan-Axel Zagadou,"18,00 mill. €",03/06/1999,21,Francia,"1,96 m",Defensa central,78,"1,99",4,1,,0,4.978'
Borussia Dortmund,Mats Hummels,"15,00 mill. €",16/12/1988,32,Alemania,"1,91 m",Defensa central,580,"1,98",51,29,,0,48.946'
Borussia Dortmund,Raphaël Guerreiro,"35,00 mill. €",22/12/1993,27,Portugal,"1,70 m",Lateral izquierdo,301,"1,62",38,40,,0,23.024'
Borussia Dortmund,Nico Schulz,"7,00 mill. €",01/04/1993,27,Alemania,"1,80 m",Lateral izquierdo,310,"1,61",18,36,,0,20.664'
Borussia Dortmund,Marcel Schmelzer,700 mil €,22/01/1988,33,Alemania,"1,80 m",,0,0,0,0,0,0,0
Borussia Dortmund,Thomas Meunier,"12,00 mill. €",12/09/1991,29,Bélgica,"1,91 m",Lateral derecho,359,"2,10",34,46,,0,26.552'
Borussia Dortmund,Mateu Morey Bauzà,"7,00 mill. €",02/03/2000,21,España,"1,73 m",Lateral derecho,40,"1,88",0,5,,0,2.605'
Borussia Dortmund,Felix Passlack,"2,50 mill. €",29/05/1998,22,Alemania,"1,70 m",Lateral derecho,165,"2,03",49,47,,0,12.460'
Borussia Dortmund,Lukasz Piszczek,"1,30 mill. €",03/06/1985,35,Polonia,"1,84 m",Lateral derecho,544,"1,80",46,81,,0,40.218'
Borussia Dortmund,Emre Can,"26,00 mill. €",12/01/1994,27,Alemania,"1,86 m",Pivote,376,"1,85",34,24,,0,28.576'
Borussia Dortmund,Thomas Delaney,"17,50 mill. €",03/09/1991,29,Dinamarca,"1,82 m",Pivote,372,"1,94",35,35,,0,26.996'
Borussia Dortmund,Axel Witsel,"12,00 mill. €",12/01/1989,32,Bélgica,"1,88 m",Pivote,577,"1,92",89,48,,0,48.373'
Borussia Dortmund,Jude Bellingham,"35,00 mill. €",29/06/2003,17,Inglaterra,"1,86 m",Mediocentro,80,"1,36",5,7,,0,5.043'
Borussia Dortmund,Mahmoud Dahoud,"11,00 mill. €",01/01/1996,25,Alemania,"1,78 m",Mediocentro,245,"1,85",21,38,,0,15.783'
Borussia Dortmund,Tobias Raschl,900 mil €,21/02/2000,21,Alemania,"1,77 m",Mediocentro,111,"2,01",24,23,,0,8.356'
Borussia Dortmund,Giovanni Reyna,"38,00 mill. €",13/11/2002,18,Estados Unidos,"1,85 m",Mediocentro ofensivo,68,"1,96",13,16,,0,3.898'
Borussia Dortmund,Julian Brandt,"25,00 mill. €",02/05/1996,24,Alemania,"1,85 m",Mediocentro ofensivo,361,"1,81",88,91,,0,23.301'
Borussia Dortmund,Reinier,"18,00 mill. €",19/01/2002,19,Brasil,"1,85 m",Mediocentro ofensivo,31,"2,10",9,3,,0,1.164'
Borussia Dortmund,Marco Reus,"15,00 mill. €",31/05/1989,31,Alemania,"1,80 m",Mediocentro ofensivo,502,"1,73",204,125,,0,38.667'
Borussia Dortmund,Thorgan Hazard,"32,00 mill. €",29/03/1993,28,Bélgica,"1,75 m",Extremo izquierdo,349,"1,67",77,92,,0,24.534'
Borussia Dortmund,Jadon Sancho,"100,00 mill. €",25/03/2000,21,Inglaterra,"1,80 m",Extremo derecho,174,"1,92",70,71,,0,12.758'
Borussia Dortmund,Ansgar Knauff,800 mil €,10/01/2002,19,Alemania,"1,80 m",Extremo derecho,75,"2,27",19,24,,0,4.612'
Borussia Dortmund,Erling Haaland,"110,00 mill. €",21/07/2000,20,Noruega,"1,94 m",Delantero centro,143,"1,88",98,24,,0,8.667'
Borussia Dortmund,Youssoufa Moukoko,"10,00 mill. €",20/11/2004,16,Alemania,"1,79 m",Delantero centro,103,"2,22",144,27,,0,7.478'
Borussia Dortmund,Steffen Tigges,700 mil €,31/07/1998,22,Alemania,"1,93 m",Delantero centro,180,"1,47",45,28,,0,10.506'
RasenBallsport Leipzig,Péter Gulácsi,"12,00 mill. €",06/05/1990,30,Hungría,"1,90 m",Portero,393,"1,90",0,0,443,130,34.842'
RasenBallsport Leipzig,Josep Martínez,"2,50 mill. €",27/05/1998,22,España,"1,91 m",Portero,87,"1,39",0,0,85,33,7.785'
RasenBallsport Leipzig,Philipp Tschauner,325 mil €,03/11/1985,35,Alemania,"1,96 m",Portero,361,"1,44",1,0,463,104,32.291'
RasenBallsport Leipzig,Dayot Upamecano,"60,00 mill. €",27/10/1998,22,Francia,"1,86 m",Defensa central,187,"1,73",5,5,,0,15.243'
RasenBallsport Leipzig,Ibrahima Konaté,"35,00 mill. €",25/05/1999,21,Francia,"1,94 m",Defensa central,104,"1,80",5,1,,0,8.162'
RasenBallsport Leipzig,Lukas Klostermann,"32,00 mill. €",03/06/1996,24,Alemania,"1,89 m",Defensa central,256,"1,84",19,13,,0,19.907'
RasenBallsport Leipzig,Willi Orban,"14,00 mill. €",03/11/1992,28,Hungría,"1,86 m",Defensa central,377,"1,81",46,13,,0,31.100'
RasenBallsport Leipzig,Angeliño,"35,00 mill. €",04/01/1997,24,España,"1,71 m",Lateral izquierdo,242,"1,67",19,51,,0,20.490'
RasenBallsport Leipzig,Marcel Halstenberg,"17,00 mill. €",27/09/1991,29,Alemania,"1,88 m",Lateral izquierdo,399,"1,66",34,30,,0,33.399'
RasenBallsport Leipzig,Nordi Mukiele,"23,00 mill. €",01/11/1997,23,Francia,"1,87 m",Lateral derecho,195,"1,70",10,9,,0,14.747'
RasenBallsport Leipzig,Benjamin Henrichs,"12,00 mill. €",23/02/1997,24,Alemania,"1,83 m",Lateral derecho,240,"1,54",20,31,,0,18.258'
RasenBallsport Leipzig,Tyler Adams,"20,00 mill. €",14/02/1999,22,Estados Unidos,"1,76 m",Pivote,169,"2,01",8,13,,0,12.900'
RasenBallsport Leipzig,Marcel Sabitzer,"42,00 mill. €",17/03/1994,27,Austria,"1,77 m",Mediocentro,381,"1,82",99,78,,0,28.545'
RasenBallsport Leipzig,Konrad Laimer,"26,00 mill. €",27/05/1997,23,Austria,"1,80 m",,0,0,0,0,0,0,0
RasenBallsport Leipzig,Amadou Haidara,"22,00 mill. €",31/01/1998,23,Malí,"1,75 m",Mediocentro,187,"2,21",22,27,,0,11.689'
RasenBallsport Leipzig,Kevin Kampl,"14,00 mill. €",09/10/1990,30,Eslovenia,"1,78 m",Mediocentro,449,"1,86",57,101,,0,34.980'
RasenBallsport Leipzig,Dominik Szoboszlai,"25,00 mill. €",25/10/2000,20,Hungría,"1,87 m",Interior izquierdo,131,"1,98",43,52,,0,9.327'
RasenBallsport Leipzig,Christopher Nkunku,"40,00 mill. €",14/11/1997,23,Francia,"1,75 m",Mediocentro ofensivo,172,"2,27",34,34,,0,9.665'
RasenBallsport Leipzig,Dani Olmo,"38,00 mill. €",07/05/1998,22,España,"1,79 m",Mediocentro ofensivo,214,"2,05",47,41,,0,15.216'
RasenBallsport Leipzig,Lazar Samardzic,"3,00 mill. €",24/02/2002,19,Alemania,"1,84 m",Mediocentro ofensivo,73,"2,12",56,25,,0,5.079'
RasenBallsport Leipzig,Joscha Wosz,400 mil €,20/07/2002,18,Alemania,"1,73 m",Mediocentro ofensivo,57,"1,82",23,6,,0,3.731'
RasenBallsport Leipzig,Emil Forsberg,"20,00 mill. €",23/10/1991,29,Suecia,"1,79 m",Extremo izquierdo,398,"1,76",96,79,,0,27.017'
RasenBallsport Leipzig,Justin Kluivert,"14,00 mill. €",05/05/1999,21,Países Bajos,"1,71 m",Extremo izquierdo,184,"2,01",39,41,,0,11.381'
RasenBallsport Leipzig,Fabrice Hartmann,350 mil €,02/03/2001,20,Alemania,"1,78 m",Extremo derecho,108,"2,10",58,12,,0,6.881'
RasenBallsport Leipzig,Yussuf Poulsen,"25,00 mill. €",15/06/1994,26,Dinamarca,"1,92 m",Delantero centro,342,"1,80",96,68,,0,23.961'
RasenBallsport Leipzig,Alexander Sörloth,"18,00 mill. €",05/12/1995,25,Noruega,"1,94 m",Delantero centro,230,"1,61",79,37,,0,14.058'
RasenBallsport Leipzig,Hee-chan Hwang,"11,00 mill. €",26/01/1996,25,Corea del Sur,"1,77 m",Delantero centro,196,"2,10",62,40,,0,11.146'
RasenBallsport Leipzig,Hugo Novoa,200 mil €,24/01/2003,18,España,"1,82 m",Delantero centro,25,"2,32",6,9,,0,1.556'
Arsenal FC,Bernd Leno,"25,00 mill. €",04/03/1992,29,Alemania,"1,90 m",Portero,505,"1,68",0,0,602,158,45.332'
Arsenal FC,Mathew Ryan,"6,00 mill. €",08/04/1992,28,Australia,"1,84 m",Portero,367,"1,55",0,0,431,118,33.150'
Arsenal FC,Rúnar Alex Rúnarsson,"1,80 mill. €",18/02/1995,26,Islandia,"1,86 m",Portero,122,"1,29",0,0,203,22,10.742'
Arsenal FC,Dejan Iliev,300 mil €,25/02/1995,26,Macedonia del Norte,"1,95 m",Portero,72,"1,44",0,0,110,19,6.285'
Arsenal FC,Gabriel,"25,00 mill. €",19/12/1997,23,Brasil,"1,90 m",Defensa central,112,"1,58",8,1,,0,9.558'
Arsenal FC,Rob Holding,"16,00 mill. €",20/09/1995,25,Inglaterra,"1,89 m",Defensa central,171,"1,67",7,3,,0,14.051'
Arsenal FC,Calum Chambers,"12,00 mill. €",20/01/1995,26,Inglaterra,"1,82 m",Defensa central,224,"1,54",11,12,,0,16.742'
Arsenal FC,Pablo Marí,"7,00 mill. €",31/08/1993,27,España,"1,93 m",Defensa central,292,"1,62",18,2,,0,25.061'
Arsenal FC,David Luiz,"5,00 mill. €",22/04/1987,33,Brasil,"1,89 m",Defensa central,539,"2,04",36,26,,0,45.813'
Arsenal FC,Kieran Tierney,"30,00 mill. €",05/06/1997,23,Escocia,"1,80 m",Lateral izquierdo,228,"2,05",11,45,,0,18.835'
Arsenal FC,Héctor Bellerín,"25,00 mill. €",19/03/1995,26,España,"1,78 m",Lateral derecho,279,"1,81",14,36,,0,22.645'
Arsenal FC,Cédric Soares,"6,00 mill. €",31/08/1991,29,Portugal,"1,71 m",Lateral derecho,299,"1,56",6,27,,0,24.772'
Arsenal FC,Thomas Partey,"45,00 mill. €",13/06/1993,27,Ghana,"1,85 m",Pivote,311,"1,71",29,16,,0,21.290'
Arsenal FC,Granit Xhaka,"22,00 mill. €",27/09/1992,28,Suiza,"1,86 m",Pivote,455,"1,85",36,35,,0,35.614'
Arsenal FC,Mohamed Elneny,"10,00 mill. €",11/07/1992,28,Egipto,"1,79 m",Pivote,339,"1,93",18,23,,0,23.706'
Arsenal FC,Dani Ceballos,"30,00 mill. €",07/08/1996,24,España,"1,79 m",Mediocentro,233,"1,71",14,15,,0,14.369'
Arsenal FC,Martin Ødegaard,"40,00 mill. €",17/12/1998,22,Noruega,"1,78 m",Mediocentro ofensivo,228,"1,55",33,40,,0,16.652'
Arsenal FC,Emile Smith Rowe,"13,00 mill. €",28/07/2000,20,Inglaterra,"1,82 m",Mediocentro ofensivo,111,"1,83",28,17,,0,7.572'
Arsenal FC,Gabriel Martinelli,"22,00 mill. €",18/06/2001,19,Brasil,"1,80 m",Extremo izquierdo,37,"1,41",10,5,,0,1.855'
Arsenal FC,Bukayo Saka,"60,00 mill. €",05/09/2001,19,Inglaterra,"1,78 m",Extremo derecho,129,"1,74",32,35,,0,9.066'
Arsenal FC,Nicolas Pépé,"38,00 mill. €",29/05/1995,25,Costa de Marfil,"1,83 m",Extremo derecho,233,"1,57",63,35,,0,15.043'
Arsenal FC,Willian,"12,00 mill. €",09/08/1988,32,Brasil,"1,75 m",Extremo derecho,624,"2,05",103,140,,0,41.984'
Arsenal FC,Reiss Nelson,"10,00 mill. €",10/12/1999,21,Inglaterra,"1,75 m",Extremo derecho,143,"1,69",36,16,,0,8.224'
Arsenal FC,Alexandre Lacazette,"35,00 mill. €",28/05/1991,29,Francia,"1,76 m",Delantero centro,436,"1,72",190,71,,0,30.903'
Arsenal FC,Pierre-Emerick Aubameyang,"35,00 mill. €",18/06/1989,31,Gabón,"1,87 m",Delantero centro,553,"1,70",285,84,,0,41.993'
Arsenal FC,Eddie Nketiah,"18,00 mill. €",30/05/1999,21,Inglaterra,"1,80 m",Delantero centro,138,"1,86",63,13,,0,7.364'
SSC Nápoles,Alex Meret,"20,00 mill. €",22/03/1997,24,Italia,"1,90 m",Portero,157,"1,74",0,0,174,51,13.939'
SSC Nápoles,David Ospina,"5,00 mill. €",31/08/1988,32,Colombia,"1,83 m",Portero,349,"1,54",0,0,389,122,30.771'
SSC Nápoles,Nikita Contini,500 mil €,21/05/1996,24,Italia,"1,90 m",Portero,198,"1,45",0,0,248,68,17.648'
SSC Nápoles,Kalidou Koulibaly,"50,00 mill. €",20/06/1991,29,Senegal,"1,87 m",Defensa central,411,"1,84",15,10,,0,35.867'
SSC Nápoles,Konstantinos Manolas,"28,00 mill. €",14/06/1991,29,Grecia,"1,89 m",Defensa central,428,"1,86",24,8,,0,36.149'
SSC Nápoles,Nikola Maksimovic,"12,00 mill. €",25/11/1991,29,Serbia,"1,93 m",Defensa central,287,"1,66",6,9,,0,23.340'
SSC Nápoles,Amir Rrahmani,"12,00 mill. €",24/02/1994,27,Kosovo,"1,92 m",Defensa central,245,"1,71",9,7,,0,20.926'
SSC Nápoles,Mário Rui,"10,00 mill. €",27/05/1991,29,Portugal,"1,68 m",Lateral izquierdo,323,"1,44",6,16,,0,24.231'
SSC Nápoles,Faouzi Ghoulam,"3,00 mill. €",01/02/1991,30,Argelia,"1,84 m",Lateral izquierdo,297,"1,81",4,36,,0,23.156'
SSC Nápoles,Giovanni Di Lorenzo,"22,00 mill. €",04/08/1993,27,Italia,"1,83 m",Lateral derecho,372,"1,40",16,29,,0,32.161'
SSC Nápoles,Elseid Hysaj,"14,00 mill. €",02/02/1994,27,Albania,"1,82 m",Lateral derecho,350,"1,90",3,12,,0,28.948'
SSC Nápoles,Tiemoué Bakayoko,"25,00 mill. €",17/08/1994,26,Francia,"1,89 m",Pivote,263,"1,83",12,9,,0,19.239'
SSC Nápoles,Diego Demme,"15,00 mill. €",21/11/1991,29,Alemania,"1,70 m",Pivote,420,"1,60",10,25,,0,31.477'
